It  VecImage        AuxRe2        AuxRe3
40  4535.12987012987   708.132506969697   10073.860748713
41  4535.12987012987   713.291482380952   10034.5829130353
42  4535.12987012987   718.435899930736   9995.04503539948
43  4535.12987012987   723.572699519481   9955.15712769195
44  4535.12987012987   728.723155909091   9915.56611955121
45  4535.12987012987   733.887067402597   9876.35591711889
46  4535.12987012987   739.043003627705   9836.6617514253
47  4535.12987012987   744.203870995671   9796.83923480701
48  4535.12987012987   749.380643316017   9756.76274584957
49  4535.12987012987   754.585958298701   9716.94823825933
50  4535.12987012987   759.804144233766   9676.97388397342
51  4535.12987012987   765.036789666667   9636.73452721115
52  4535.12987012987   770.293031575757   9596.20202563641
53  4535.12987012987   775.573537428571   9555.53658614882
54  4535.12987012987   780.879594658009   9515.02026388271
55  4535.12987012987   786.176789160173   9473.427879635
56  4535.12987012987   791.506622125541   9431.66866952629
57  4535.12987012987   796.87925669697   9389.70057601648
58  4535.12987012987   802.297261506493   9347.23735797577
59  4535.12987012987   807.763501844156   9304.25789820333
60  4535.12987012987   813.267660887446   9261.04239410983
61  4535.12987012987   818.831377064935   9217.94794451416
62  4535.12987012987   824.433087484848   9174.20137860976
63  4535.12987012987   830.084948692641   9129.85924608362
64  4535.12987012987   835.810709255411   9085.8795405371
65  4535.12987012987   841.596399099567   9041.56594321697
66  4535.12987012987   847.449830554112   8996.76411625581
67  4535.12987012987   853.376094376623   8951.72212422782
68  4535.12987012987   859.377236350649   8906.49452238814
69  4535.12987012987   865.465736316017   8861.32670982238
70  4535.12987012987   871.629322662337   8815.85065006841
71  4535.12987012987   877.870889593073   8770.15321437486
72  4535.12987012987   884.194709930736   8724.05790437022
73  4535.12987012987   890.61009691342   8677.58744974223
74  4535.12987012987   897.120185151515   8630.72024306104
75  4535.12987012987   903.723768099567   8583.71134571215
76  4535.12987012987   910.429800502164   8536.7136545097
77  4535.12987012987   917.229746770563   8489.18989653315
78  4535.12987012987   924.133798398268   8441.66199806002
79  4535.12987012987   931.121323238095   8393.72370721709
80  4535.12987012987   938.230511727273   8345.40454109644
81  4535.12987012987   945.456117203463   8296.58964258726
82  4535.12987012987   952.814214142857   8247.77517031798
83  4535.12987012987   960.297356471861   8198.65451001531
84  4535.12987012987   967.9106744329   8150.70354901832
85  4535.12987012987   975.6294764329   8102.3921246013
86  4535.12987012987   983.4846304329   8053.81658515243
87  4535.12987012987   991.474149398268   8005.30020054857
88  4535.12987012987   999.598884969697   7956.22136855405
89  4535.12987012987   1007.87860590909   7906.71225498531
90  4535.12987012987   1016.30759687446   7856.9248411697
91  4535.12987012987   1024.91718082684   7806.87759436996
92  4535.12987012987   1033.70093880519   7756.48269007266
93  4535.12987012987   1042.66239684416   7705.86983273117
94  4535.12987012987   1051.81589082251   7655.14730848312
95  4535.12987012987   1061.16090578788   7603.9881725733
96  4535.12987012987   1070.72572120346   7552.52664622788
97  4535.12987012987   1080.49690548918   7500.52307000681
98  4535.12987012987   1090.50079145455   7448.35988836935
99  4535.12987012987   1100.74359245455   7396.05711091319
100  4535.12987012987   1111.21724281818   7343.28711317147
101  4535.12987012987   1121.92221907792   7289.8890379192
102  4535.12987012987   1132.89255444156   7236.30205424155
103  4535.12987012987   1144.13626037229   7182.56225657819
104  4535.12987012987   1155.65973574459   7128.81291867912
105  4535.12987012987   1167.44582672294   7074.41584782887
106  4535.12987012987   1179.53586072294   7020.323259421
107  4535.12987012987   1191.91766972294   6965.55403538677
108  4535.12987012987   1204.61771295671   6910.48011070914
109  4535.12987012987   1217.65159295671   6855.38461566562
110  4535.12987012987   1231.01521693939   6799.85693290535
111  4535.12987012987   1244.74938092208   6744.6514370212
112  4535.12987012987   1258.84900890043   6689.40191752294
113  4535.12987012987   1273.31682790043   6633.91488898991
114  4535.12987012987   1288.17794535931   6578.48440448368
115  4535.12987012987   1303.4262258355   6522.79985511689
116  4535.12987012987   1319.07474678788   6466.99310511366
117  4535.12987012987   1335.12434100866   6410.71656826583
118  4535.12987012987   1351.59676577489   6354.45099981095
119  4535.12987012987   1368.50540328571   6298.22038242062
120  4535.12987012987   1385.8756992381   6242.284365259
121  4535.12987012987   1403.6985252381   6186.24635590646
122  4535.12987012987   1421.98007969264   6130.42657663953
123  4535.12987012987   1440.72044625974   6074.45881572947
124  4535.12987012987   1459.93357930736   6018.79419063387
125  4535.12987012987   1479.65055829004   5964.62555839687
126  4535.12987012987   1499.82732624675   5910.39286585773
127  4535.12987012987   1520.47160066234   5856.36857468523
128  4535.12987012987   1541.6051185974   5802.48483236684
129  4535.12987012987   1563.24097037662   5749.52635865092
130  4535.12987012987   1585.34759735931   5696.72564741504
131  4535.12987012987   1607.96410331169   5644.5312949607
132  4535.12987012987   1631.08957227706   5592.71799617262
133  4535.12987012987   1654.74981727706   5541.55447095396
134  4535.12987012987   1678.92912535498   5490.92592532846
135  4535.12987012987   1703.6606762684   5441.47665194562
136  4535.12987012987   1728.93919571429   5393.15743736615
137  4535.12987012987   1754.76153471429   5346.44390241916
138  4535.12987012987   1781.10012871429   5301.00287308154
139  4535.12987012987   1807.92938908658   5255.7725605814
140  4535.12987012987   1835.29574052381   5211.89186968255
141  4535.12987012987   1863.18437616017   5169.60003784636
142  4535.12987012987   1891.55020945887   5128.33311048754
143  4535.12987012987   1920.3994898658   5088.25739231282
144  4535.12987012987   1949.74514284848   5071.16537153669
145  4535.12987012987   1978.88738810823   5081.85006352934
146  4535.12987012987   2007.05051110823   5088.10615161562
147  4535.12987012987   2034.42656601299   5092.05890329797
148  4535.12987012987   2061.05367898701   5094.74421476526
149  4535.12987012987   2087.01986737229   5096.15612232585
150  4535.12987012987   2112.35674532035   5096.97162653367
151  4535.12987012987   2137.1403812684   5096.15734428975
152  4535.12987012987   2161.41760120779   5094.36410634351
153  4535.12987012987   2185.2664271645   5091.90214965239
154  4535.12987012987   2208.71426331602   5088.80128710522
155  4535.12987012987   2231.80176528139   5085.51018869524
156  4535.12987012987   2254.55389326407   5081.76694026598
157  4535.12987012987   2277.01259165801   5077.76536952988
158  4535.12987012987   2299.18498562771   5073.25938926243
159  4535.12987012987   2321.11305661039   5068.79720086319
160  4535.12987012987   2342.81707090909   5063.58621311681
161  4535.12987012987   2364.32089232901   5057.94283855063
162  4535.12987012987   2385.6654375368   5052.61417399368
163  4535.12987012987   2406.83633181818   5047.01939245581
164  4535.12987012987   2427.8698107316   5041.04986367184
165  4535.12987012987   2448.7626797316   5034.80737518581
166  4535.12987012987   2469.5827469394   5028.49106765734
167  4535.12987012987   2490.3037049394   5022.20610285323
168  4535.12987012987   2510.9580528355   5016.04995261111
169  4535.12987012987   2531.52539578788   5009.75736434714
170  4535.12987012987   2552.05125604329   5002.7599960112
171  4535.12987012987   2572.53234402597   4996.24096276582
172  4535.12987012987   2592.98356791342   4989.35390096753
173  4535.12987012987   2613.4083278961   4982.81465468472
174  4535.12987012987   2633.82630286147   4975.76385654646
175  4535.12987012987   2654.22054786147   4969.17865687213
176  4535.12987012987   2674.63111179654   4962.2313355718
177  4535.12987012987   2695.02221679654   4955.66149866155
178  4535.12987012987   2715.45908374026   4948.58152334031
179  4535.12987012987   2735.89082369697   4942.06546133914
180  4535.12987012987   2756.35070069697   4935.29386038431
181  4535.12987012987   2776.80123067965   4928.86350626811
182  4535.12987012987   2797.29246165368   4921.75644360844
183  4535.12987012987   2817.78706254978   4916.14042311871
184  4535.12987012987   2838.29105253247   4909.57767424321
185  4535.12987012987   2858.79368246753   4904.04680545398
186  4535.12987012987   2879.29986346753   4897.62662053096
187  4535.12987012987   2899.80595645022   4892.07739995674
188  4535.12987012987   2920.3458664329   4885.40444581825
189  4535.12987012987   2940.89752538961   4879.87758923923
190  4535.12987012987   2961.47561158009   4873.73281376451
191  4535.12987012987   2982.05239351082   4868.27135243785
192  4535.12987012987   3002.66240246753   4862.00768811263
193  4535.12987012987   3023.28161676623   4856.55126936407
194  4535.12987012987   3043.94632692641   4850.57431708074
195  4535.12987012987   3064.60044490909   4845.29414075037
196  4535.12987012987   3085.28839489178   4839.10734975284
197  4535.12987012987   3105.98998789178   4833.86931034269
198  4535.12987012987   3126.74413778355   4827.9379712477
199  4535.12987012987   3147.48800417749   4822.52703231513
