It  VecImage        AuxRe2        AuxRe3
0  4535.12987012987   4535.12987012987   23682.9234855089
1  4535.12987012987   1236.72605610823   16644.9558143234
2  4535.12987012987   607.777834333333   12956.2358860832
3  4535.12987012987   557.599349168831   12342.7519467357
4  4535.12987012987   541.73699747619   12105.6055505946
5  4535.12987012987   537.085322125541   11948.0454800661
6  4535.12987012987   537.288108450216   11825.677154992
7  4535.12987012987   539.247197545454   11720.842516001
8  4535.12987012987   542.266415186147   11632.1210873659
9  4535.12987012987   545.925037181818   11551.7383046091
10  4535.12987012987   549.949038952381   11477.5769286659
11  4535.12987012987   554.234615194805   11407.2455157864
12  4535.12987012987   558.818485329004   11340.636015243
13  4535.12987012987   563.739957567099   11276.8612517991
14  4535.12987012987   568.860560813853   11214.3334921287
15  4535.12987012987   574.150004051948   11153.853982139
16  4535.12987012987   579.546828493506   11094.4975382816
17  4535.12987012987   584.979218411255   11034.73651041
18  4535.12987012987   590.450310597402   10974.3712541214
19  4535.12987012987   596.000783965368   10914.2457405558
20  4535.12987012987   601.64930408658   10854.8287268186
21  4535.12987012987   607.384481991342   10795.6123068302
22  4535.12987012987   613.203883896104   10758.9005095016
23  4535.12987012987   618.924378298701   10728.9161940234
24  4535.12987012987   624.470943922078   10695.4553959455
25  4535.12987012987   629.913896575757   10659.6356224277
26  4535.12987012987   635.313958134199   10622.7404391337
27  4535.12987012987   640.653183523809   10585.1196320737
28  4535.12987012987   645.950187774892   10546.212793347
29  4535.12987012987   651.235415021645   10507.1218021754
30  4535.12987012987   656.499097597402   10468.2168622964
31  4535.12987012987   661.699203614718   10428.5678864868
32  4535.12987012987   666.888919549783   10389.2943314634
33  4535.12987012987   672.085250692641   10350.278585233
34  4535.12987012987   677.254472545455   10310.7697130458
35  4535.12987012987   682.404967017316   10271.2639141898
36  4535.12987012987   687.556950541125   10231.8754686467
37  4535.12987012987   692.706438393939   10192.3884379975
38  4535.12987012987   697.848955597402   10152.8876425185
39  4535.12987012987   702.992277969697   10113.3635694198
