It  VecImage        AuxRe2        AuxRe3
121  2826.97844827586   2831.35183189655   2860.60902097079
122  2826.97844827586   2839.67055858621   2860.4857277321
123  2826.97844827586   2847.69669717241   2859.71017742184
124  2826.97844827586   2856.03476210345   2859.51738597738
125  2826.97844827586   2864.12218375862   2858.81701717077
126  2826.97844827586   2872.46708203448   2858.61824338317
127  2826.97844827586   2880.56223375862   2857.89333695144
128  2826.97844827586   2888.95612655172   2857.78698281929
129  2826.97844827586   2897.01083796552   2856.95677817849
130  2826.97844827586   2905.44578462069   2856.90507744498
131  2826.97844827586   2913.54532824138   2856.16478725912
132  2826.97844827586   2921.92870965517   2855.98026647378
133  2826.97844827586   2930.09706951724   2855.35007356935
134  2826.97844827586   2938.480398   2855.14686712841
135  2826.97844827586   2946.63082696552   2854.45897231676
136  2826.97844827586   2955.10143955172   2854.3934772573
137  2826.97844827586   2963.21813265517   2853.59416858671
138  2826.97844827586   2971.71491917241   2853.58412081048
139  2826.97844827586   2979.8707497931   2852.81574537542
140  2826.97844827586   2988.35541537931   2852.76920998888
141  2826.97844827586   2996.52538813793   2852.22442850851
142  2826.97844827586   3004.94381334483   2852.18396097183
143  2826.97844827586   3013.07726886207   2851.57392549489
144  2826.97844827586   3021.5106152069   2851.55891150086
145  2826.97844827586   3029.62948924138   2850.92818659311
146  2826.97844827586   3038.07981082759   2850.95736867005
147  2826.97844827586   3046.17281941379   2850.26962831085
148  2826.97844827586   3054.63552758621   2850.35357563472
149  2826.97844827586   3062.71520493103   2850.24852825082
150  2826.97844827586   3070.90181055172   2850.46515340163
151  2826.97844827586   3078.85329627586   2850.20391244714
152  2826.97844827586   3087.03078393103   2850.4738948185
153  2826.97844827586   3094.88796924138   2850.08004120467
154  2826.97844827586   3103.07434548276   2850.39029445919
155  2826.97844827586   3110.87448217241   2849.88507504461
156  2826.97844827586   3119.06166924138   2850.23477004599
157  2826.97844827586   3126.82906048276   2849.6988532169
158  2826.97844827586   3134.94901037931   2849.93075355529
159  2826.97844827586   3142.75420686207   2849.54647730343
160  2826.97844827586   3150.79954851724   2849.63884208337
161  2826.97844827586   3158.58564903448   2849.21675742278
162  2826.97844827586   3166.69914210345   2849.49290928197
163  2826.97844827586   3174.36863751724   2848.87112528712
164  2826.97844827586   3182.51269031035   2849.2272963024
165  2826.97844827586   3190.16998675862   2848.61437661237
166  2826.97844827586   3198.22594324138   2848.82437004353
167  2826.97844827586   3205.95281531035   2848.3589520545
168  2826.97844827586   3213.96319965517   2848.48897221124
169  2826.97844827586   3221.66233437931   2847.98333463846
170  2826.97844827586   3229.73316151724   2848.25634559423
171  2826.97844827586   3237.32642306897   2847.56148827199
172  2826.97844827586   3245.45280865517   2847.96295808695
173  2826.97844827586   3253.03413410345   2847.24763981155
174  2826.97844827586   3261.09828568966   2847.52741205214
175  2826.97844827586   3268.76497593104   2847.04546379061
176  2826.97844827586   3276.72095755173   2847.12891425294
177  2826.97844827586   3284.40986065517   2846.66761391447
178  2826.97844827586   3292.42803993104   2846.89505085782
179  2826.97844827586   3299.98825089655   2846.22078458343
180  2826.97844827586   3308.09090455173   2846.68114911826
181  2826.97844827586   3315.57036262069   2845.85151450695
182  2826.97844827586   3323.64105962069   2846.23258023531
183  2826.97844827586   3331.21826106897   2845.60145444915
184  2826.97844827586   3339.17320410345   2845.75241722519
185  2826.97844827586   3346.82428782759   2845.27557962777
186  2826.97844827586   3354.77553034483   2845.42872256081
187  2826.97844827586   3362.345176   2844.76024565513
188  2826.97844827586   3370.42620310345   2845.13593943515
189  2826.97844827586   3377.91048158621   2844.30469760895
190  2826.97844827586   3386.01907189655   2844.78681887782
191  2826.97844827586   3393.4901052069   2843.93924841348
192  2826.97844827586   3401.53121448276   2844.30010296839
193  2826.97844827586   3409.10897024138   2843.70396923456
194  2826.97844827586   3417.04099134483   2843.86805734421
195  2826.97844827586   3424.63744993104   2843.33300857279
196  2826.97844827586   3432.60279879311   2843.55190040284
197  2826.97844827586   3440.10693706897   2842.80260883694
198  2826.97844827586   3448.20885951724   2843.35144423241
199  2826.97844827586   3455.59066672414   2842.38643708461
